support,itemsets
0.3736,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.3736,"frozenset({'grab1_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2998,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.188,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.2998,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.2998,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2998,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.2998,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3398,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.2264,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.3398,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.3398,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3398,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.3398,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1598,"frozenset({'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.211,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3604,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1684,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.4134,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.2548,"frozenset({'grab2_num_fca_bin_Low', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.4134,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.4134,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.4182,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.2506,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.4182,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.4182,"frozenset({'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.4182,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.4182,"frozenset({'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3292,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.219,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.3292,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.3292,"frozenset({'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3292,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.3292,"frozenset({'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3318,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.222,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.1844,"frozenset({'resistance, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.339,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Medium'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2864,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.6254,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'swing_frequency, amount/minute_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2864,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.2864,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2864,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.2864,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.6254,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.6254,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.6254,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.6254,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1654,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_High'})"
0.2562,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_High'})"
0.2562,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_High', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.2562,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1654,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_High'})"
0.1654,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.1654,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_High'})"
0.1654,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_High'})"
0.2562,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1512,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.1512,"frozenset({'grab2_num_fca_bin_Low', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.1512,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.1512,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.1512,"frozenset({'grab2_num_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.1604,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'grab1_num_fca_bin_Low'})"
0.1604,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'grab1_num_fca_bin_Low'})"
0.1604,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'grab1_num_fca_bin_Low'})"
0.1604,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'grab1_num_fca_bin_Low'})"
0.1604,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium', 'grab1_num_fca_bin_Low'})"
0.2258,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.3702,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Low', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.3702,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.2258,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.2258,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.2258,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.2258,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.1592,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Medium'})"
0.1592,"frozenset({'grab2_num_fca_bin_Low', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.1592,"frozenset({'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.1592,"frozenset({'grab2_num_fca_bin_Low', 'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.1592,"frozenset({'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.156,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'grab2_num_fca_bin_Medium'})"
0.156,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'grab2_num_fca_bin_Medium'})"
0.156,"frozenset({'grab1_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium'})"
0.156,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'grab2_num_fca_bin_Medium'})"
0.156,"frozenset({'grab1_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium'})"
0.2342,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Medium'})"
0.3736,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.3736,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
